OfficerID,CaseID,OfficerName,Rank,PoliceStation,Contact,RankID,DesignationID,UnitID,DistrictID,StateID,Email,Status,JoiningDate
OFF449,CASE00045,Ballari Officer 4,Police Sub-Inspector,Ballari Traffic PS,948080444,R008,DES002,U125,DIS030,ST001,officer.off449@ksp.gov.in,Active,2018-06-15
OFF450,CASE00046,Ballari Officer 5,Assistant Sub-Inspector,Ballari Town PS,948080445,R009,DES003,U122,DIS030,ST001,officer.off450@ksp.gov.in,Active,2018-06-15
OFF451,CASE00047,Ballari Officer 6,Head Constable,Ballari Central PS,948080446,R010,DES009,U123,DIS030,ST001,officer.off451@ksp.gov.in,Active,2018-06-15
OFF452,CASE00048,Ballari Officer 7,Police Constable,Ballari Cyber Crime PS,948080447,R010,DES009,U124,DIS030,ST001,officer.off452@ksp.gov.in,Active,2018-06-15
OFF453,CASE00049,Ballari Officer 8,CID Officer,Ballari Traffic PS,948080448,R004,DES004,U125,DIS030,ST001,officer.off453@ksp.gov.in,Active,2018-06-15
OFF454,CASE00050,Ballari Officer 9,Crime Branch Specialist,Ballari Town PS,948080449,R006,DES007,U122,DIS030,ST001,officer.off454@ksp.gov.in,Active,2018-06-15
OFF455,CASE00051,Ballari Officer 10,Superintendent of Police,Ballari Central PS,948080450,R005,DES005,U123,DIS030,ST001,officer.off455@ksp.gov.in,Active,2018-06-15
OFF456,CASE00052,Ballari Officer 11,Deputy Superintendent of Police,Ballari Cyber Crime PS,948080451,R006,DES005,U124,DIS030,ST001,officer.off456@ksp.gov.in,Active,2018-06-15
OFF457,CASE00053,Ballari Officer 12,Circle Inspector,Ballari Traffic PS,948080452,R007,DES001,U125,DIS030,ST001,officer.off457@ksp.gov.in,Active,2018-06-15
OFF458,CASE00054,Ballari Officer 13,Police Sub-Inspector,Ballari Town PS,948080453,R008,DES002,U122,DIS030,ST001,officer.off458@ksp.gov.in,Active,2018-06-15
OFF459,CASE00055,Ballari Officer 14,Assistant Sub-Inspector,Ballari Central PS,948080454,R009,DES003,U123,DIS030,ST001,officer.off459@ksp.gov.in,Active,2018-06-15
OFF460,CASE00056,Ballari Officer 15,Head Constable,Ballari Cyber Crime PS,948080455,R010,DES009,U124,DIS030,ST001,officer.off460@ksp.gov.in,Active,2018-06-15
OFF461,CASE00057,Vijayanagara (Hospete) Officer 1,Superintendent of Police,Vijayanagara (Hospete) Town PS,948080456,R005,DES005,U126,DIS031,ST001,officer.off461@ksp.gov.in,Active,2018-06-15
OFF462,CASE00058,Vijayanagara (Hospete) Officer 2,Deputy Superintendent of Police,Vijayanagara (Hospete) Central PS,948080457,R006,DES005,U127,DIS031,ST001,officer.off462@ksp.gov.in,Active,2018-06-15
OFF463,CASE00059,Vijayanagara (Hospete) Officer 3,Circle Inspector,Vijayanagara (Hospete) Cyber Crime PS,948080458,R007,DES001,U128,DIS031,ST001,officer.off463@ksp.gov.in,Active,2018-06-15
OFF464,CASE00060,Vijayanagara (Hospete) Officer 4,Police Sub-Inspector,Vijayanagara (Hospete) Traffic PS,948080459,R008,DES002,U129,DIS031,ST001,officer.off464@ksp.gov.in,Active,2018-06-15
OFF465,CASE00061,Vijayanagara (Hospete) Officer 5,Assistant Sub-Inspector,Vijayanagara (Hospete) Town PS,948080460,R009,DES003,U126,DIS031,ST001,officer.off465@ksp.gov.in,Active,2018-06-15
OFF466,CASE00062,Vijayanagara (Hospete) Officer 6,Head Constable,Vijayanagara (Hospete) Central PS,948080461,R010,DES009,U127,DIS031,ST001,officer.off466@ksp.gov.in,Active,2018-06-15
OFF467,CASE00063,Vijayanagara (Hospete) Officer 7,Police Constable,Vijayanagara (Hospete) Cyber Crime PS,948080462,R010,DES009,U128,DIS031,ST001,officer.off467@ksp.gov.in,Active,2018-06-15
OFF468,CASE00064,Vijayanagara (Hospete) Officer 8,CID Officer,Vijayanagara (Hospete) Traffic PS,948080463,R004,DES004,U129,DIS031,ST001,officer.off468@ksp.gov.in,Active,2018-06-15
OFF469,CASE00065,Vijayanagara (Hospete) Officer 9,Crime Branch Specialist,Vijayanagara (Hospete) Town PS,948080464,R006,DES007,U126,DIS031,ST001,officer.off469@ksp.gov.in,Active,2018-06-15
OFF470,CASE00066,Vijayanagara (Hospete) Officer 10,Superintendent of Police,Vijayanagara (Hospete) Central PS,948080465,R005,DES005,U127,DIS031,ST001,officer.off470@ksp.gov.in,Active,2018-06-15
OFF471,CASE00067,Vijayanagara (Hospete) Officer 11,Deputy Superintendent of Police,Vijayanagara (Hospete) Cyber Crime PS,948080466,R006,DES005,U128,DIS031,ST001,officer.off471@ksp.gov.in,Active,2018-06-15
OFF472,CASE00068,Vijayanagara (Hospete) Officer 12,Circle Inspector,Vijayanagara (Hospete) Traffic PS,948080467,R007,DES001,U129,DIS031,ST001,officer.off472@ksp.gov.in,Active,2018-06-15
OFF473,CASE00069,Vijayanagara (Hospete) Officer 13,Police Sub-Inspector,Vijayanagara (Hospete) Town PS,948080468,R008,DES002,U126,DIS031,ST001,officer.off473@ksp.gov.in,Active,2018-06-15
OFF474,CASE00070,Vijayanagara (Hospete) Officer 14,Assistant Sub-Inspector,Vijayanagara (Hospete) Central PS,948080469,R009,DES003,U127,DIS031,ST001,officer.off474@ksp.gov.in,Active,2018-06-15
OFF475,CASE00071,Vijayanagara (Hospete) Officer 15,Head Constable,Vijayanagara (Hospete) Cyber Crime PS,948080470,R010,DES009,U128,DIS031,ST001,officer.off475@ksp.gov.in,Active,2018-06-15
