ComplaintID,CaseID,ComplaintDate,ComplainantName,ContactNumber,ComplaintText,PoliceStation,Status
CMP00280,KSP/DIS001/2026/00280,2026-05-01,Ramesh Kulkarni,9876110280,"Economic Offence reported at Bengaluru Urban Town PS, Bengaluru Urban. Brief: Multi-crore Ponzi scheme or financial fraud. Incident occurred near Bengaluru Urban Town PS, Bengaluru Urban, Karnataka.",Bengaluru Urban Town PS,Assigned to IO
CMP00281,KSP/DIS002/2026/00281,2026-06-02,Suresh Hegde,9876110281,"White Collar Crime reported at Bengaluru Rural Town PS, Bengaluru Rural. Brief: Corporate embezzlement or insider fraud. Incident occurred near Bengaluru Rural Town PS, Bengaluru Rural, Karnataka.",Bengaluru Rural Town PS,Assigned to IO
CMP00282,KSP/DIS003/2026/00282,2026-07-03,Bhavya Shetty,9876110282,"Smuggling reported at Ramanagara Central PS, Ramanagara. Brief: Contraband gold or red sanders interception. Incident occurred near Ramanagara Central PS, Ramanagara, Karnataka.",Ramanagara Central PS,Assigned to IO
CMP00283,KSP/DIS004/2026/00283,2026-08-04,Manjunath Bhat,9876110283,"Extortion reported at Chikkaballapura Cyber Crime PS, Chikkaballapura. Brief: Demanding protection money under threat. Incident occurred near Chikkaballapura Cyber Crime PS, Chikkaballapura, Karnataka.",Chikkaballapura Cyber Crime PS,Assigned to IO
CMP00284,KSP/DIS005/2026/00284,2026-09-05,Karthik Deshmukh,9876110284,"Blackmail reported at Kolar Traffic PS, Kolar. Brief: Chantaje or extortion via compromised media. Incident occurred near Kolar Traffic PS, Kolar, Karnataka.",Kolar Traffic PS,Assigned to IO
CMP00285,KSP/DIS006/2026/00285,2026-10-06,Ananya Joshi,9876110285,"Counterfeit Currency reported at Tumakuru Town PS, Tumakuru. Brief: FICN high-quality fake currency notes circulating. Incident occurred near Tumakuru Town PS, Tumakuru, Karnataka.",Tumakuru Town PS,Assigned to IO
CMP00286,KSP/DIS007/2026/00286,2026-11-07,Sunil Naik,9876110286,"Fake Documents reported at Shivamogga Central PS, Shivamogga. Brief: Forgery of land title deeds or government IDs. Incident occurred near Shivamogga Central PS, Shivamogga, Karnataka.",Shivamogga Central PS,Assigned to IO
CMP00287,KSP/DIS008/2026/00287,2026-12-08,Praveen Iyengar,9876110287,"Hit and Run reported at Chitradurga Cyber Crime PS, Chitradurga. Brief: Fatal vehicular collision where driver fled scene. Incident occurred near Chitradurga Cyber Crime PS, Chitradurga, Karnataka.",Chitradurga Cyber Crime PS,Assigned to IO
CMP00288,KSP/DIS009/2026/00288,2026-01-09,Pooja Gowda,9876110288,"Road Accident reported at Davanagere Traffic PS, Davanagere. Brief: Negligent driving causing injury IPC 279/338. Incident occurred near Davanagere Traffic PS, Davanagere, Karnataka.",Davanagere Traffic PS,Assigned to IO
CMP00289,KSP/DIS010/2026/00289,2026-02-10,Nitin Patil,9876110289,"Fire Incident reported at Mysuru Town PS, Mysuru. Brief: Industrial or residential fire accident inquiry. Incident occurred near Mysuru Town PS, Mysuru, Karnataka.",Mysuru Town PS,Assigned to IO
CMP00290,KSP/DIS011/2026/00290,2026-03-11,Niranjan Kumar,9876110290,"Unknown Dead Body reported at Mandya Central PS, Mandya. Brief: Unidentified corpse inquest Section 174 CrPC. Incident occurred near Mandya Central PS, Mandya, Karnataka.",Mandya Central PS,Assigned to IO
CMP00291,KSP/DIS012/2026/00291,2026-04-12,Sunita Rao,9876110291,"Suicide Investigation reported at Hassan Cyber Crime PS, Hassan. Brief: Unnatural death and suicide note inquiry. Incident occurred near Hassan Cyber Crime PS, Hassan, Karnataka.",Hassan Cyber Crime PS,Assigned to IO
CMP00292,KSP/DIS013/2026/00292,2026-05-13,Rahul Sharma,9876110292,"Property Disputes reported at Chamarajanagara Traffic PS, Chamarajanagara. Brief: Civil boundary dispute causing law and order friction. Incident occurred near Chamarajanagara Traffic PS, Chamarajanagara, Karnataka.",Chamarajanagara Traffic PS,Assigned to IO
CMP00293,KSP/DIS014/2026/00293,2026-06-14,Imran Nair,9876110293,"Public Disturbance reported at Kodagu Town PS, Kodagu. Brief: Unlawful assembly, rioting, or public brawl. Incident occurred near Kodagu Town PS, Kodagu, Karnataka.",Kodagu Town PS,Assigned to IO
CMP00294,KSP/DIS015/2026/00294,2026-07-15,Meena Verma,9876110294,"Synthetic Drugs (MDMA) reported at Dakshina Kannada (Mangaluru) Central PS, Dakshina Kannada (Mangaluru). Brief: Commercial seizure of MDMA / Methamphetamine. Incident occurred near Dakshina Kannada (Mangaluru) Central PS, Dakshina Kannada (Mangaluru), Karnataka.",Dakshina Kannada (Mangaluru) Central PS,Assigned to IO
CMP00295,KSP/DIS016/2026/00295,2026-08-16,Rohan Reddy,9876110295,"Murder reported at Udupi Cyber Crime PS, Udupi. Brief: Premeditated homicide investigation. Incident occurred near Udupi Cyber Crime PS, Udupi, Karnataka.",Udupi Cyber Crime PS,Assigned to IO
CMP00296,KSP/DIS017/2026/00296,2026-09-17,Deepak Khan,9876110296,"Attempt to Murder reported at Uttara Kannada (Karwar) Traffic PS, Uttara Kannada (Karwar). Brief: Violent assault with deadly weapon. Incident occurred near Uttara Kannada (Karwar) Traffic PS, Uttara Kannada (Karwar), Karnataka.",Uttara Kannada (Karwar) Traffic PS,Assigned to IO
CMP00297,KSP/DIS018/2026/00297,2026-10-18,Bhavya Mehta,9876110297,"Assault & Grievous Hurt reported at Belagavi Town PS, Belagavi. Brief: Physical injury caused during gang/group clash. Incident occurred near Belagavi Town PS, Belagavi, Karnataka.",Belagavi Town PS,Assigned to IO
CMP00298,KSP/DIS019/2026/00298,2026-11-19,Mahesh Kulkarni,9876110298,"Kidnapping reported at Dharwad Central PS, Dharwad. Brief: Abduction for ransom or coercion. Incident occurred near Dharwad Central PS, Dharwad, Karnataka.",Dharwad Central PS,Assigned to IO
CMP00299,KSP/DIS020/2026/00299,2026-12-20,Santosh Hegde,9876110299,"Missing Person reported at Hubballi City Cyber Crime PS, Hubballi City. Brief: Trace & locate missing citizen petition. Incident occurred near Hubballi City Cyber Crime PS, Hubballi City, Karnataka.",Hubballi City Cyber Crime PS,Assigned to IO
CMP00300,KSP/DIS021/2026/00300,2026-01-21,Ananya Shetty,9876110300,"Theft reported at Gadag Traffic PS, Gadag. Brief: Larceny of personal or commercial goods. Incident occurred near Gadag Traffic PS, Gadag, Karnataka.",Gadag Traffic PS,Assigned to IO
CMP00301,KSP/DIS022/2026/00301,2026-02-22,Suresh Bhat,9876110301,"Vehicle Theft reported at Haveri Town PS, Haveri. Brief: Stolen motor vehicle or two-wheeler. Incident occurred near Haveri Town PS, Haveri, Karnataka.",Haveri Town PS,Assigned to IO
CMP00302,KSP/DIS023/2026/00302,2026-03-23,Vijay Deshmukh,9876110302,"Burglary reported at Vijayapura Central PS, Vijayapura. Brief: Overnight trespass and property theft. Incident occurred near Vijayapura Central PS, Vijayapura, Karnataka.",Vijayapura Central PS,Assigned to IO
CMP00303,KSP/DIS024/2026/00303,2026-04-24,Pooja Joshi,9876110303,"Robbery reported at Bagalkote Cyber Crime PS, Bagalkote. Brief: Armed robbery using force or coercion. Incident occurred near Bagalkote Cyber Crime PS, Bagalkote, Karnataka.",Bagalkote Cyber Crime PS,Assigned to IO
CMP00304,KSP/DIS025/2026/00304,2026-05-25,Karthik Naik,9876110304,"Chain Snatching reported at Kalaburagi Traffic PS, Kalaburagi. Brief: Snatching jewelry from pedestrians on public road. Incident occurred near Kalaburagi Traffic PS, Kalaburagi, Karnataka.",Kalaburagi Traffic PS,Assigned to IO
CMP00305,KSP/DIS026/2026/00305,2026-06-26,Anil Iyengar,9876110305,"Cyber Crime reported at Bidar Town PS, Bidar. Brief: Hacking, malware infection, IT Act violation. Incident occurred near Bidar Town PS, Bidar, Karnataka.",Bidar Town PS,Assigned to IO
CMP00306,KSP/DIS027/2026/00306,2026-07-27,Sunita Gowda,9876110306,"UPI Fraud reported at Raichur Central PS, Raichur. Brief: Fake QR code or deceptive payment request. Incident occurred near Raichur Central PS, Raichur, Karnataka.",Raichur Central PS,Assigned to IO
CMP00307,KSP/DIS028/2026/00307,2026-08-28,Praveen Patil,9876110307,"Online Banking Fraud reported at Koppal Cyber Crime PS, Koppal. Brief: Phishing link leading to net banking unauthorized debit. Incident occurred near Koppal Cyber Crime PS, Koppal, Karnataka.",Koppal Cyber Crime PS,Assigned to IO
CMP00308,KSP/DIS029/2026/00308,2026-09-01,Ganesh Kumar,9876110308,"Identity Theft reported at Yadgir Traffic PS, Yadgir. Brief: SIM swap or stolen credential impersonation. Incident occurred near Yadgir Traffic PS, Yadgir, Karnataka.",Yadgir Traffic PS,Assigned to IO
CMP00309,KSP/DIS030/2026/00309,2026-10-02,Meena Rao,9876110309,"ATM Fraud reported at Ballari Town PS, Ballari. Brief: ATM skimming device or card cloning. Incident occurred near Ballari Town PS, Ballari, Karnataka.",Ballari Town PS,Assigned to IO
CMP00310,KSP/DIS031/2026/00310,2026-11-03,Niranjan Sharma,9876110310,"Rape reported at Vijayanagara (Hospete) Central PS, Vijayanagara (Hospete). Brief: Penal Code Section 376 prosecution. Incident occurred near Vijayanagara (Hospete) Central PS, Vijayanagara (Hospete), Karnataka.",Vijayanagara (Hospete) Central PS,Assigned to IO
CMP00311,KSP/DIS001/2026/00311,2026-12-04,Vikas Nair,9876110311,"Sexual Assault reported at Cubbon Park Police Station, Bengaluru Urban. Brief: Outraging modesty and sexual harassment. Incident occurred near Cubbon Park Police Station, Bengaluru Urban, Karnataka.",Cubbon Park Police Station,Assigned to IO
CMP00312,KSP/DIS002/2026/00312,2026-01-05,Bhavya Verma,9876110312,"POCSO reported at Bengaluru Rural Traffic PS, Bengaluru Rural. Brief: Protection of Children from Sexual Offences Act case. Incident occurred near Bengaluru Rural Traffic PS, Bengaluru Rural, Karnataka.",Bengaluru Rural Traffic PS,Assigned to IO
CMP00313,KSP/DIS003/2026/00313,2026-02-06,Imran Reddy,9876110313,"Domestic Violence reported at Ramanagara Town PS, Ramanagara. Brief: Spousal abuse and dowry harassment IPC 498A. Incident occurred near Ramanagara Town PS, Ramanagara, Karnataka.",Ramanagara Town PS,Assigned to IO
CMP00314,KSP/DIS004/2026/00314,2026-03-07,Ajay Khan,9876110314,"Illegal Weapons reported at Chikkaballapura Central PS, Chikkaballapura. Brief: Arms Act violation involving unlicensed firearms. Incident occurred near Chikkaballapura Central PS, Chikkaballapura, Karnataka.",Chikkaballapura Central PS,Assigned to IO
CMP00315,KSP/DIS005/2026/00315,2026-04-08,Ananya Mehta,9876110315,"Drug Trafficking reported at Kolar Cyber Crime PS, Kolar. Brief: NDPS Act commercial quantity drug seizure. Incident occurred near Kolar Cyber Crime PS, Kolar, Karnataka.",Kolar Cyber Crime PS,Assigned to IO
CMP00316,KSP/DIS006/2026/00316,2026-05-09,Deepak Kulkarni,9876110316,"Human Trafficking reported at Tumakuru Traffic PS, Tumakuru. Brief: Forced labor or trafficking rescue operation. Incident occurred near Tumakuru Traffic PS, Tumakuru, Karnataka.",Tumakuru Traffic PS,Assigned to IO
CMP00317,KSP/DIS007/2026/00317,2026-06-10,Sanjay Hegde,9876110317,"Gambling reported at Shivamogga Town PS, Shivamogga. Brief: Illegal betting & Matka operation bust. Incident occurred near Shivamogga Town PS, Shivamogga, Karnataka.",Shivamogga Town PS,Assigned to IO
CMP00318,KSP/DIS008/2026/00318,2026-07-11,Pooja Shetty,9876110318,"Wildlife Crime reported at Chitradurga Central PS, Chitradurga. Brief: Poaching of protected species or ivory seizure. Incident occurred near Chitradurga Central PS, Chitradurga, Karnataka.",Chitradurga Central PS,Assigned to IO
CMP00319,KSP/DIS009/2026/00319,2026-08-12,Santosh Bhat,9876110319,"Forest Crime reported at Davanagere Cyber Crime PS, Davanagere. Brief: Illegal sandalwood or timber smuggling. Incident occurred near Davanagere Cyber Crime PS, Davanagere, Karnataka.",Davanagere Cyber Crime PS,Assigned to IO
CMP00320,KSP/DIS010/2026/00320,2026-09-13,Ramesh Deshmukh,9876110320,"Terror Related Activity reported at Mysuru Traffic PS, Mysuru. Brief: Unlawful Activities Prevention Act (UAPA) investigation. Incident occurred near Mysuru Traffic PS, Mysuru, Karnataka.",Mysuru Traffic PS,Assigned to IO
CMP00321,KSP/DIS011/2026/00321,2026-10-14,Sunita Joshi,9876110321,"Corruption reported at Mandya Town PS, Mandya. Brief: Prevention of Corruption Act bribe trap. Incident occurred near Mandya Town PS, Mandya, Karnataka.",Mandya Town PS,Assigned to IO
CMP00322,KSP/DIS012/2026/00322,2026-11-15,Vijay Naik,9876110322,"Economic Offence reported at Hassan Central PS, Hassan. Brief: Multi-crore Ponzi scheme or financial fraud. Incident occurred near Hassan Central PS, Hassan, Karnataka.",Hassan Central PS,Assigned to IO
CMP00323,KSP/DIS013/2026/00323,2026-12-16,Manjunath Iyengar,9876110323,"White Collar Crime reported at Chamarajanagara Cyber Crime PS, Chamarajanagara. Brief: Corporate embezzlement or insider fraud. Incident occurred near Chamarajanagara Cyber Crime PS, Chamarajanagara, Karnataka.",Chamarajanagara Cyber Crime PS,Assigned to IO
CMP00324,KSP/DIS014/2026/00324,2026-01-17,Meena Gowda,9876110324,"Smuggling reported at Kodagu Traffic PS, Kodagu. Brief: Contraband gold or red sanders interception. Incident occurred near Kodagu Traffic PS, Kodagu, Karnataka.",Kodagu Traffic PS,Assigned to IO
CMP00325,KSP/DIS015/2026/00325,2026-02-18,Anil Patil,9876110325,"Extortion reported at Dakshina Kannada (Mangaluru) Town PS, Dakshina Kannada (Mangaluru). Brief: Demanding protection money under threat. Incident occurred near Dakshina Kannada (Mangaluru) Town PS, Dakshina Kannada (Mangaluru), Karnataka.",Dakshina Kannada (Mangaluru) Town PS,Assigned to IO
CMP00326,KSP/DIS016/2026/00326,2026-03-19,Sunil Kumar,9876110326,"Blackmail reported at Udupi Central PS, Udupi. Brief: Chantaje or extortion via compromised media. Incident occurred near Udupi Central PS, Udupi, Karnataka.",Udupi Central PS,Assigned to IO
CMP00327,KSP/DIS017/2026/00327,2026-04-20,Bhavya Rao,9876110327,"Counterfeit Currency reported at Uttara Kannada (Karwar) Cyber Crime PS, Uttara Kannada (Karwar). Brief: FICN high-quality fake currency notes circulating. Incident occurred near Uttara Kannada (Karwar) Cyber Crime PS, Uttara Kannada (Karwar), Karnataka.",Uttara Kannada (Karwar) Cyber Crime PS,Assigned to IO
CMP00328,KSP/DIS018/2026/00328,2026-05-21,Ganesh Sharma,9876110328,"Fake Documents reported at Belagavi Traffic PS, Belagavi. Brief: Forgery of land title deeds or government IDs. Incident occurred near Belagavi Traffic PS, Belagavi, Karnataka.",Belagavi Traffic PS,Assigned to IO
CMP00329,KSP/DIS019/2026/00329,2026-06-22,Nitin Nair,9876110329,"Hit and Run reported at Dharwad Town PS, Dharwad. Brief: Fatal vehicular collision where driver fled scene. Incident occurred near Dharwad Town PS, Dharwad, Karnataka.",Dharwad Town PS,Assigned to IO
CMP00330,KSP/DIS020/2026/00330,2026-07-23,Ananya Verma,9876110330,"Road Accident reported at Hubballi City Central PS, Hubballi City. Brief: Negligent driving causing injury IPC 279/338. Incident occurred near Hubballi City Central PS, Hubballi City, Karnataka.",Hubballi City Central PS,Assigned to IO
CMP00331,KSP/DIS021/2026/00331,2026-08-24,Vikas Reddy,9876110331,"Fire Incident reported at Gadag Cyber Crime PS, Gadag. Brief: Industrial or residential fire accident inquiry. Incident occurred near Gadag Cyber Crime PS, Gadag, Karnataka.",Gadag Cyber Crime PS,Assigned to IO
CMP00332,KSP/DIS022/2026/00332,2026-09-25,Rahul Khan,9876110332,"Unknown Dead Body reported at Haveri Traffic PS, Haveri. Brief: Unidentified corpse inquest Section 174 CrPC. Incident occurred near Haveri Traffic PS, Haveri, Karnataka.",Haveri Traffic PS,Assigned to IO
CMP00333,KSP/DIS023/2026/00333,2026-10-26,Pooja Mehta,9876110333,"Suicide Investigation reported at Vijayapura Town PS, Vijayapura. Brief: Unnatural death and suicide note inquiry. Incident occurred near Vijayapura Town PS, Vijayapura, Karnataka.",Vijayapura Town PS,Assigned to IO
CMP00334,KSP/DIS024/2026/00334,2026-11-27,Ajay Kulkarni,9876110334,"Property Disputes reported at Bagalkote Central PS, Bagalkote. Brief: Civil boundary dispute causing law and order friction. Incident occurred near Bagalkote Central PS, Bagalkote, Karnataka.",Bagalkote Central PS,Assigned to IO
CMP00335,KSP/DIS025/2026/00335,2026-12-28,Rohan Hegde,9876110335,"Public Disturbance reported at Kalaburagi Cyber Crime PS, Kalaburagi. Brief: Unlawful assembly, rioting, or public brawl. Incident occurred near Kalaburagi Cyber Crime PS, Kalaburagi, Karnataka.",Kalaburagi Cyber Crime PS,Assigned to IO
CMP00336,KSP/DIS026/2026/00336,2026-01-01,Sunita Shetty,9876110336,"Synthetic Drugs (MDMA) reported at Bidar Traffic PS, Bidar. Brief: Commercial seizure of MDMA / Methamphetamine. Incident occurred near Bidar Traffic PS, Bidar, Karnataka.",Bidar Traffic PS,Assigned to IO
CMP00337,KSP/DIS027/2026/00337,2026-02-02,Sanjay Bhat,9876110337,"Murder reported at Raichur Town PS, Raichur. Brief: Premeditated homicide investigation. Incident occurred near Raichur Town PS, Raichur, Karnataka.",Raichur Town PS,Assigned to IO
CMP00338,KSP/DIS028/2026/00338,2026-03-03,Mahesh Deshmukh,9876110338,"Attempt to Murder reported at Koppal Central PS, Koppal. Brief: Violent assault with deadly weapon. Incident occurred near Koppal Central PS, Koppal, Karnataka.",Koppal Central PS,Assigned to IO
CMP00339,KSP/DIS029/2026/00339,2026-04-04,Meena Joshi,9876110339,"Assault & Grievous Hurt reported at Yadgir Cyber Crime PS, Yadgir. Brief: Physical injury caused during gang/group clash. Incident occurred near Yadgir Cyber Crime PS, Yadgir, Karnataka.",Yadgir Cyber Crime PS,Assigned to IO
CMP00340,KSP/DIS030/2026/00340,2026-05-05,Ramesh Naik,9876110340,"Kidnapping reported at Ballari Traffic PS, Ballari. Brief: Abduction for ransom or coercion. Incident occurred near Ballari Traffic PS, Ballari, Karnataka.",Ballari Traffic PS,Assigned to IO
CMP00341,KSP/DIS031/2026/00341,2026-06-06,Suresh Iyengar,9876110341,"Missing Person reported at Vijayanagara (Hospete) Town PS, Vijayanagara (Hospete). Brief: Trace & locate missing citizen petition. Incident occurred near Vijayanagara (Hospete) Town PS, Vijayanagara (Hospete), Karnataka.",Vijayanagara (Hospete) Town PS,Assigned to IO
CMP00342,KSP/DIS001/2026/00342,2026-07-07,Bhavya Gowda,9876110342,"Theft reported at Jayanagar Police Station, Bengaluru Urban. Brief: Larceny of personal or commercial goods. Incident occurred near Jayanagar Police Station, Bengaluru Urban, Karnataka.",Jayanagar Police Station,Assigned to IO
CMP00343,KSP/DIS002/2026/00343,2026-08-08,Manjunath Patil,9876110343,"Vehicle Theft reported at Bengaluru Rural Cyber Crime PS, Bengaluru Rural. Brief: Stolen motor vehicle or two-wheeler. Incident occurred near Bengaluru Rural Cyber Crime PS, Bengaluru Rural, Karnataka.",Bengaluru Rural Cyber Crime PS,Assigned to IO
CMP00344,KSP/DIS003/2026/00344,2026-09-09,Karthik Kumar,9876110344,"Burglary reported at Ramanagara Traffic PS, Ramanagara. Brief: Overnight trespass and property theft. Incident occurred near Ramanagara Traffic PS, Ramanagara, Karnataka.",Ramanagara Traffic PS,Assigned to IO
CMP00345,KSP/DIS004/2026/00345,2026-10-10,Ananya Rao,9876110345,"Robbery reported at Chikkaballapura Town PS, Chikkaballapura. Brief: Armed robbery using force or coercion. Incident occurred near Chikkaballapura Town PS, Chikkaballapura, Karnataka.",Chikkaballapura Town PS,Assigned to IO
CMP00346,KSP/DIS005/2026/00346,2026-11-11,Sunil Sharma,9876110346,"Chain Snatching reported at Kolar Central PS, Kolar. Brief: Snatching jewelry from pedestrians on public road. Incident occurred near Kolar Central PS, Kolar, Karnataka.",Kolar Central PS,Assigned to IO
CMP00347,KSP/DIS006/2026/00347,2026-12-12,Praveen Nair,9876110347,"Cyber Crime reported at Tumakuru Cyber Crime PS, Tumakuru. Brief: Hacking, malware infection, IT Act violation. Incident occurred near Tumakuru Cyber Crime PS, Tumakuru, Karnataka.",Tumakuru Cyber Crime PS,Assigned to IO
CMP00348,KSP/DIS007/2026/00348,2026-01-13,Pooja Verma,9876110348,"UPI Fraud reported at Shivamogga Traffic PS, Shivamogga. Brief: Fake QR code or deceptive payment request. Incident occurred near Shivamogga Traffic PS, Shivamogga, Karnataka.",Shivamogga Traffic PS,Assigned to IO
CMP00349,KSP/DIS008/2026/00349,2026-02-14,Nitin Reddy,9876110349,"Online Banking Fraud reported at Chitradurga Town PS, Chitradurga. Brief: Phishing link leading to net banking unauthorized debit. Incident occurred near Chitradurga Town PS, Chitradurga, Karnataka.",Chitradurga Town PS,Assigned to IO
CMP00350,KSP/DIS009/2026/00350,2026-03-15,Niranjan Khan,9876110350,"Identity Theft reported at Davanagere Central PS, Davanagere. Brief: SIM swap or stolen credential impersonation. Incident occurred near Davanagere Central PS, Davanagere, Karnataka.",Davanagere Central PS,Assigned to IO
CMP00351,KSP/DIS010/2026/00351,2026-04-16,Sunita Mehta,9876110351,"ATM Fraud reported at Mysuru Cyber Crime PS, Mysuru. Brief: ATM skimming device or card cloning. Incident occurred near Mysuru Cyber Crime PS, Mysuru, Karnataka.",Mysuru Cyber Crime PS,Assigned to IO
CMP00352,KSP/DIS011/2026/00352,2026-05-17,Rahul Kulkarni,9876110352,"Rape reported at Mandya Traffic PS, Mandya. Brief: Penal Code Section 376 prosecution. Incident occurred near Mandya Traffic PS, Mandya, Karnataka.",Mandya Traffic PS,Assigned to IO
CMP00353,KSP/DIS012/2026/00353,2026-06-18,Imran Hegde,9876110353,"Sexual Assault reported at Hassan Town PS, Hassan. Brief: Outraging modesty and sexual harassment. Incident occurred near Hassan Town PS, Hassan, Karnataka.",Hassan Town PS,Assigned to IO
CMP00354,KSP/DIS013/2026/00354,2026-07-19,Meena Shetty,9876110354,"POCSO reported at Chamarajanagara Central PS, Chamarajanagara. Brief: Protection of Children from Sexual Offences Act case. Incident occurred near Chamarajanagara Central PS, Chamarajanagara, Karnataka.",Chamarajanagara Central PS,Assigned to IO
CMP00355,KSP/DIS014/2026/00355,2026-08-20,Rohan Bhat,9876110355,"Domestic Violence reported at Kodagu Cyber Crime PS, Kodagu. Brief: Spousal abuse and dowry harassment IPC 498A. Incident occurred near Kodagu Cyber Crime PS, Kodagu, Karnataka.",Kodagu Cyber Crime PS,Assigned to IO
CMP00356,KSP/DIS015/2026/00356,2026-09-21,Deepak Deshmukh,9876110356,"Illegal Weapons reported at Dakshina Kannada (Mangaluru) Traffic PS, Dakshina Kannada (Mangaluru). Brief: Arms Act violation involving unlicensed firearms. Incident occurred near Dakshina Kannada (Mangaluru) Traffic PS, Dakshina Kannada (Mangaluru), Karnataka.",Dakshina Kannada (Mangaluru) Traffic PS,Assigned to IO
CMP00357,KSP/DIS016/2026/00357,2026-10-22,Bhavya Joshi,9876110357,"Drug Trafficking reported at Udupi Town PS, Udupi. Brief: NDPS Act commercial quantity drug seizure. Incident occurred near Udupi Town PS, Udupi, Karnataka.",Udupi Town PS,Assigned to IO
CMP00358,KSP/DIS017/2026/00358,2026-11-23,Mahesh Naik,9876110358,"Human Trafficking reported at Uttara Kannada (Karwar) Central PS, Uttara Kannada (Karwar). Brief: Forced labor or trafficking rescue operation. Incident occurred near Uttara Kannada (Karwar) Central PS, Uttara Kannada (Karwar), Karnataka.",Uttara Kannada (Karwar) Central PS,Assigned to IO
CMP00359,KSP/DIS018/2026/00359,2026-12-24,Santosh Iyengar,9876110359,"Gambling reported at Belagavi Cyber Crime PS, Belagavi. Brief: Illegal betting & Matka operation bust. Incident occurred near Belagavi Cyber Crime PS, Belagavi, Karnataka.",Belagavi Cyber Crime PS,Assigned to IO
CMP00360,KSP/DIS019/2026/00360,2026-01-25,Ananya Gowda,9876110360,"Wildlife Crime reported at Dharwad Traffic PS, Dharwad. Brief: Poaching of protected species or ivory seizure. Incident occurred near Dharwad Traffic PS, Dharwad, Karnataka.",Dharwad Traffic PS,Assigned to IO
CMP00361,KSP/DIS020/2026/00361,2026-02-26,Suresh Patil,9876110361,"Forest Crime reported at Hubballi City Town PS, Hubballi City. Brief: Illegal sandalwood or timber smuggling. Incident occurred near Hubballi City Town PS, Hubballi City, Karnataka.",Hubballi City Town PS,Assigned to IO
CMP00362,KSP/DIS021/2026/00362,2026-03-27,Vijay Kumar,9876110362,"Terror Related Activity reported at Gadag Central PS, Gadag. Brief: Unlawful Activities Prevention Act (UAPA) investigation. Incident occurred near Gadag Central PS, Gadag, Karnataka.",Gadag Central PS,Assigned to IO
CMP00363,KSP/DIS022/2026/00363,2026-04-28,Pooja Rao,9876110363,"Corruption reported at Haveri Cyber Crime PS, Haveri. Brief: Prevention of Corruption Act bribe trap. Incident occurred near Haveri Cyber Crime PS, Haveri, Karnataka.",Haveri Cyber Crime PS,Assigned to IO
CMP00364,KSP/DIS023/2026/00364,2026-05-01,Karthik Sharma,9876110364,"Economic Offence reported at Vijayapura Traffic PS, Vijayapura. Brief: Multi-crore Ponzi scheme or financial fraud. Incident occurred near Vijayapura Traffic PS, Vijayapura, Karnataka.",Vijayapura Traffic PS,Assigned to IO
CMP00365,KSP/DIS024/2026/00365,2026-06-02,Anil Nair,9876110365,"White Collar Crime reported at Bagalkote Town PS, Bagalkote. Brief: Corporate embezzlement or insider fraud. Incident occurred near Bagalkote Town PS, Bagalkote, Karnataka.",Bagalkote Town PS,Assigned to IO
CMP00366,KSP/DIS025/2026/00366,2026-07-03,Sunita Verma,9876110366,"Smuggling reported at Kalaburagi Central PS, Kalaburagi. Brief: Contraband gold or red sanders interception. Incident occurred near Kalaburagi Central PS, Kalaburagi, Karnataka.",Kalaburagi Central PS,Assigned to IO
CMP00367,KSP/DIS026/2026/00367,2026-08-04,Praveen Reddy,9876110367,"Extortion reported at Bidar Cyber Crime PS, Bidar. Brief: Demanding protection money under threat. Incident occurred near Bidar Cyber Crime PS, Bidar, Karnataka.",Bidar Cyber Crime PS,Assigned to IO
CMP00368,KSP/DIS027/2026/00368,2026-09-05,Ganesh Khan,9876110368,"Blackmail reported at Raichur Traffic PS, Raichur. Brief: Chantaje or extortion via compromised media. Incident occurred near Raichur Traffic PS, Raichur, Karnataka.",Raichur Traffic PS,Assigned to IO
CMP00369,KSP/DIS028/2026/00369,2026-10-06,Meena Mehta,9876110369,"Counterfeit Currency reported at Koppal Town PS, Koppal. Brief: FICN high-quality fake currency notes circulating. Incident occurred near Koppal Town PS, Koppal, Karnataka.",Koppal Town PS,Assigned to IO
CMP00370,KSP/DIS029/2026/00370,2026-11-07,Niranjan Kulkarni,9876110370,"Fake Documents reported at Yadgir Central PS, Yadgir. Brief: Forgery of land title deeds or government IDs. Incident occurred near Yadgir Central PS, Yadgir, Karnataka.",Yadgir Central PS,Assigned to IO
CMP00371,KSP/DIS030/2026/00371,2026-12-08,Vikas Hegde,9876110371,"Hit and Run reported at Ballari Cyber Crime PS, Ballari. Brief: Fatal vehicular collision where driver fled scene. Incident occurred near Ballari Cyber Crime PS, Ballari, Karnataka.",Ballari Cyber Crime PS,Assigned to IO
CMP00372,KSP/DIS031/2026/00372,2026-01-09,Bhavya Shetty,9876110372,"Road Accident reported at Vijayanagara (Hospete) Traffic PS, Vijayanagara (Hospete). Brief: Negligent driving causing injury IPC 279/338. Incident occurred near Vijayanagara (Hospete) Traffic PS, Vijayanagara (Hospete), Karnataka.",Vijayanagara (Hospete) Traffic PS,Assigned to IO
