VictimID,CaseID,VictimName,Gender,Age,Mobile,Address,Occupation,InjuryType,Statement,Email,InjurySeverity,MedicalReport,HospitalName,VictimStatus,EmergencyContact,IDProof
VIC04923,KSP/DIS025/2026/04923,Pooja Mehta,Female,38,9876114923,"Kalaburagi Cyber Crime PS Sector 4, Kalaburagi",Business Owner,Minor Contusion,Statement of Pooja Mehta recorded regarding Robbery.,victim.4923@ksp-citizen.in,Mild,MR4923,Kalaburagi District General Hospital,Safe & Recovered,9876214923,Aadhaar-8923-5923
VIC04924,KSP/DIS026/2026/04924,Karthik Kulkarni,Male,39,9876114924,"Bidar Traffic PS Sector 5, Bidar",IT Software Engineer,Minor Contusion,Statement of Karthik Kulkarni recorded regarding Chain Snatching.,victim.4924@ksp-citizen.in,Mild,MR4924,Bidar District General Hospital,Safe & Recovered,9876214924,Aadhaar-8924-5924
VIC04925,KSP/DIS027/2026/04925,Anil Hegde,Male,40,9876114925,"Raichur Town PS Sector 1, Raichur",Business Owner,Minor Contusion,Statement of Anil Hegde recorded regarding Cyber Crime.,victim.4925@ksp-citizen.in,Mild,MR4925,Raichur District General Hospital,Safe & Recovered,9876214925,Aadhaar-8925-5925
VIC04926,KSP/DIS028/2026/04926,Sunita Shetty,Female,41,9876114926,"Koppal Central PS Sector 2, Koppal",IT Software Engineer,Minor Contusion,Statement of Sunita Shetty recorded regarding UPI Fraud.,victim.4926@ksp-citizen.in,Mild,MR4926,Koppal District General Hospital,Safe & Recovered,9876214926,Aadhaar-8926-5926
VIC04927,KSP/DIS029/2026/04927,Praveen Bhat,Male,42,9876114927,"Yadgir Cyber Crime PS Sector 3, Yadgir",Business Owner,Minor Contusion,Statement of Praveen Bhat recorded regarding Online Banking Fraud.,victim.4927@ksp-citizen.in,Mild,MR4927,Yadgir District General Hospital,Safe & Recovered,9876214927,Aadhaar-8927-5927
VIC04928,KSP/DIS030/2026/04928,Ganesh Deshmukh,Male,43,9876114928,"Ballari Traffic PS Sector 4, Ballari",IT Software Engineer,Minor Contusion,Statement of Ganesh Deshmukh recorded regarding Identity Theft.,victim.4928@ksp-citizen.in,Mild,MR4928,Ballari District General Hospital,Safe & Recovered,9876214928,Aadhaar-8928-5928
VIC04929,KSP/DIS031/2026/04929,Meena Joshi,Female,44,9876114929,"Vijayanagara (Hospete) Town PS Sector 5, Vijayanagara (Hospete)",Business Owner,Minor Contusion,Statement of Meena Joshi recorded regarding ATM Fraud.,victim.4929@ksp-citizen.in,Mild,MR4929,Vijayanagara (Hospete) District General Hospital,Safe & Recovered,9876214929,Aadhaar-8929-5929
VIC04930,KSP/DIS001/2026/04930,Niranjan Naik,Male,45,9876114930,"Indiranagar Police Station Sector 1, Bengaluru Urban",IT Software Engineer,Minor Contusion,Statement of Niranjan Naik recorded regarding Rape.,victim.4930@ksp-citizen.in,Mild,MR4930,Bengaluru Urban District General Hospital,Safe & Recovered,9876214930,Aadhaar-8930-5930
VIC04931,KSP/DIS002/2026/04931,Vikas Iyengar,Male,46,9876114931,"Bengaluru Rural Cyber Crime PS Sector 2, Bengaluru Rural",Business Owner,Minor Contusion,Statement of Vikas Iyengar recorded regarding Sexual Assault.,victim.4931@ksp-citizen.in,Mild,MR4931,Bengaluru Rural District General Hospital,Safe & Recovered,9876214931,Aadhaar-8931-5931
VIC04932,KSP/DIS003/2026/04932,Bhavya Gowda,Female,47,9876114932,"Ramanagara Traffic PS Sector 3, Ramanagara",IT Software Engineer,Minor Contusion,Statement of Bhavya Gowda recorded regarding POCSO.,victim.4932@ksp-citizen.in,Mild,MR4932,Ramanagara District General Hospital,Safe & Recovered,9876214932,Aadhaar-8932-5932
VIC04933,KSP/DIS004/2026/04933,Imran Patil,Male,48,9876114933,"Chikkaballapura Town PS Sector 4, Chikkaballapura",Business Owner,Minor Contusion,Statement of Imran Patil recorded regarding Domestic Violence.,victim.4933@ksp-citizen.in,Mild,MR4933,Chikkaballapura District General Hospital,Safe & Recovered,9876214933,Aadhaar-8933-5933
VIC04934,KSP/DIS005/2026/04934,Ajay Kumar,Male,49,9876114934,"Kolar Central PS Sector 5, Kolar",IT Software Engineer,Minor Contusion,Statement of Ajay Kumar recorded regarding Illegal Weapons.,victim.4934@ksp-citizen.in,Mild,MR4934,Kolar District General Hospital,Safe & Recovered,9876214934,Aadhaar-8934-5934
VIC04935,KSP/DIS006/2026/04935,Ananya Rao,Female,50,9876114935,"Tumakuru Cyber Crime PS Sector 1, Tumakuru",Business Owner,Minor Contusion,Statement of Ananya Rao recorded regarding Drug Trafficking.,victim.4935@ksp-citizen.in,Mild,MR4935,Tumakuru District General Hospital,Safe & Recovered,9876214935,Aadhaar-8935-5935
VIC04936,KSP/DIS007/2026/04936,Deepak Sharma,Male,51,9876114936,"Shivamogga Traffic PS Sector 2, Shivamogga",IT Software Engineer,Minor Contusion,Statement of Deepak Sharma recorded regarding Human Trafficking.,victim.4936@ksp-citizen.in,Mild,MR4936,Shivamogga District General Hospital,Safe & Recovered,9876214936,Aadhaar-8936-5936
VIC04937,KSP/DIS008/2026/04937,Sanjay Nair,Male,52,9876114937,"Chitradurga Town PS Sector 3, Chitradurga",Business Owner,Minor Contusion,Statement of Sanjay Nair recorded regarding Gambling.,victim.4937@ksp-citizen.in,Mild,MR4937,Chitradurga District General Hospital,Safe & Recovered,9876214937,Aadhaar-8937-5937
VIC04938,KSP/DIS009/2026/04938,Pooja Verma,Female,53,9876114938,"Davanagere Central PS Sector 4, Davanagere",IT Software Engineer,Minor Contusion,Statement of Pooja Verma recorded regarding Wildlife Crime.,victim.4938@ksp-citizen.in,Mild,MR4938,Davanagere District General Hospital,Safe & Recovered,9876214938,Aadhaar-8938-5938
VIC04939,KSP/DIS010/2026/04939,Santosh Reddy,Male,54,9876114939,"Mysuru Cyber Crime PS Sector 5, Mysuru",Business Owner,Minor Contusion,Statement of Santosh Reddy recorded regarding Forest Crime.,victim.4939@ksp-citizen.in,Mild,MR4939,Mysuru District General Hospital,Safe & Recovered,9876214939,Aadhaar-8939-5939
VIC04940,KSP/DIS011/2026/04940,Ramesh Khan,Male,55,9876114940,"Mandya Traffic PS Sector 1, Mandya",IT Software Engineer,Minor Contusion,Statement of Ramesh Khan recorded regarding Terror Related Activity.,victim.4940@ksp-citizen.in,Mild,MR4940,Mandya District General Hospital,Safe & Recovered,9876214940,Aadhaar-8940-5940
VIC04941,KSP/DIS012/2026/04941,Sunita Mehta,Female,56,9876114941,"Hassan Town PS Sector 2, Hassan",Business Owner,Minor Contusion,Statement of Sunita Mehta recorded regarding Corruption.,victim.4941@ksp-citizen.in,Mild,MR4941,Hassan District General Hospital,Safe & Recovered,9876214941,Aadhaar-8941-5941
VIC04942,KSP/DIS013/2026/04942,Vijay Kulkarni,Male,57,9876114942,"Chamarajanagara Central PS Sector 3, Chamarajanagara",IT Software Engineer,Minor Contusion,Statement of Vijay Kulkarni recorded regarding Economic Offence.,victim.4942@ksp-citizen.in,Mild,MR4942,Chamarajanagara District General Hospital,Safe & Recovered,9876214942,Aadhaar-8942-5942
VIC04943,KSP/DIS014/2026/04943,Manjunath Hegde,Male,58,9876114943,"Kodagu Cyber Crime PS Sector 4, Kodagu",Business Owner,Minor Contusion,Statement of Manjunath Hegde recorded regarding White Collar Crime.,victim.4943@ksp-citizen.in,Mild,MR4943,Kodagu District General Hospital,Safe & Recovered,9876214943,Aadhaar-8943-5943
VIC04944,KSP/DIS015/2026/04944,Meena Shetty,Female,59,9876114944,"Dakshina Kannada (Mangaluru) Traffic PS Sector 5, Dakshina Kannada (Mangaluru)",IT Software Engineer,Minor Contusion,Statement of Meena Shetty recorded regarding Smuggling.,victim.4944@ksp-citizen.in,Mild,MR4944,Dakshina Kannada (Mangaluru) District General Hospital,Safe & Recovered,9876214944,Aadhaar-8944-5944
VIC04945,KSP/DIS016/2026/04945,Anil Bhat,Male,60,9876114945,"Udupi Town PS Sector 1, Udupi",Business Owner,Minor Contusion,Statement of Anil Bhat recorded regarding Extortion.,victim.4945@ksp-citizen.in,Mild,MR4945,Udupi District General Hospital,Safe & Recovered,9876214945,Aadhaar-8945-5945
VIC04946,KSP/DIS017/2026/04946,Sunil Deshmukh,Male,61,9876114946,"Uttara Kannada (Karwar) Central PS Sector 2, Uttara Kannada (Karwar)",IT Software Engineer,Minor Contusion,Statement of Sunil Deshmukh recorded regarding Blackmail.,victim.4946@ksp-citizen.in,Mild,MR4946,Uttara Kannada (Karwar) District General Hospital,Safe & Recovered,9876214946,Aadhaar-8946-5946
VIC04947,KSP/DIS018/2026/04947,Bhavya Joshi,Female,62,9876114947,"Belagavi Cyber Crime PS Sector 3, Belagavi",Business Owner,Minor Contusion,Statement of Bhavya Joshi recorded regarding Counterfeit Currency.,victim.4947@ksp-citizen.in,Mild,MR4947,Belagavi District General Hospital,Safe & Recovered,9876214947,Aadhaar-8947-5947
VIC04948,KSP/DIS019/2026/04948,Ganesh Naik,Male,63,9876114948,"Dharwad Traffic PS Sector 4, Dharwad",IT Software Engineer,Minor Contusion,Statement of Ganesh Naik recorded regarding Fake Documents.,victim.4948@ksp-citizen.in,Mild,MR4948,Dharwad District General Hospital,Safe & Recovered,9876214948,Aadhaar-8948-5948
VIC04949,KSP/DIS020/2026/04949,Nitin Iyengar,Male,64,9876114949,"Hubballi City Town PS Sector 5, Hubballi City",Business Owner,Minor Contusion,Statement of Nitin Iyengar recorded regarding Hit and Run.,victim.4949@ksp-citizen.in,Mild,MR4949,Hubballi City District General Hospital,Safe & Recovered,9876214949,Aadhaar-8949-5949
VIC04950,KSP/DIS021/2026/04950,Ananya Gowda,Female,20,9876114950,"Gadag Central PS Sector 1, Gadag",IT Software Engineer,Minor Contusion,Statement of Ananya Gowda recorded regarding Road Accident.,victim.4950@ksp-citizen.in,Mild,MR4950,Gadag District General Hospital,Safe & Recovered,9876214950,Aadhaar-8950-5950
VIC04951,KSP/DIS022/2026/04951,Vikas Patil,Male,21,9876114951,"Haveri Cyber Crime PS Sector 2, Haveri",Business Owner,Minor Contusion,Statement of Vikas Patil recorded regarding Fire Incident.,victim.4951@ksp-citizen.in,Mild,MR4951,Haveri District General Hospital,Safe & Recovered,9876214951,Aadhaar-8951-5951
VIC04952,KSP/DIS023/2026/04952,Rahul Kumar,Male,22,9876114952,"Vijayapura Traffic PS Sector 3, Vijayapura",IT Software Engineer,Minor Contusion,Statement of Rahul Kumar recorded regarding Unknown Dead Body.,victim.4952@ksp-citizen.in,Mild,MR4952,Vijayapura District General Hospital,Safe & Recovered,9876214952,Aadhaar-8952-5952
VIC04953,KSP/DIS024/2026/04953,Pooja Rao,Female,23,9876114953,"Bagalkote Town PS Sector 4, Bagalkote",Business Owner,Minor Contusion,Statement of Pooja Rao recorded regarding Suicide Investigation.,victim.4953@ksp-citizen.in,Mild,MR4953,Bagalkote District General Hospital,Safe & Recovered,9876214953,Aadhaar-8953-5953
VIC04954,KSP/DIS025/2026/04954,Ajay Sharma,Male,24,9876114954,"Kalaburagi Central PS Sector 5, Kalaburagi",IT Software Engineer,Minor Contusion,Statement of Ajay Sharma recorded regarding Property Disputes.,victim.4954@ksp-citizen.in,Mild,MR4954,Kalaburagi District General Hospital,Safe & Recovered,9876214954,Aadhaar-8954-5954
VIC04955,KSP/DIS026/2026/04955,Rohan Nair,Male,25,9876114955,"Bidar Cyber Crime PS Sector 1, Bidar",Business Owner,Minor Contusion,Statement of Rohan Nair recorded regarding Public Disturbance.,victim.4955@ksp-citizen.in,Mild,MR4955,Bidar District General Hospital,Safe & Recovered,9876214955,Aadhaar-8955-5955
VIC04956,KSP/DIS027/2026/04956,Sunita Verma,Female,26,9876114956,"Raichur Traffic PS Sector 2, Raichur",IT Software Engineer,Minor Contusion,Statement of Sunita Verma recorded regarding Synthetic Drugs (MDMA).,victim.4956@ksp-citizen.in,Mild,MR4956,Raichur District General Hospital,Safe & Recovered,9876214956,Aadhaar-8956-5956
VIC04957,KSP/DIS028/2026/04957,Sanjay Reddy,Male,27,9876114957,"Koppal Town PS Sector 3, Koppal",Business Owner,Fatal Injury,Statement of Sanjay Reddy recorded regarding Murder.,victim.4957@ksp-citizen.in,Critical,MR4957,Koppal District General Hospital,Deceased,9876214957,Aadhaar-8957-5957
VIC04958,KSP/DIS029/2026/04958,Mahesh Khan,Male,28,9876114958,"Yadgir Central PS Sector 4, Yadgir",IT Software Engineer,Fatal Injury,Statement of Mahesh Khan recorded regarding Attempt to Murder.,victim.4958@ksp-citizen.in,Critical,MR4958,Yadgir District General Hospital,Deceased,9876214958,Aadhaar-8958-5958
VIC04959,KSP/DIS030/2026/04959,Meena Mehta,Female,29,9876114959,"Ballari Cyber Crime PS Sector 5, Ballari",Business Owner,Minor Contusion,Statement of Meena Mehta recorded regarding Assault & Grievous Hurt.,victim.4959@ksp-citizen.in,Mild,MR4959,Ballari District General Hospital,Safe & Recovered,9876214959,Aadhaar-8959-5959
VIC04960,KSP/DIS031/2026/04960,Ramesh Kulkarni,Male,30,9876114960,"Vijayanagara (Hospete) Traffic PS Sector 1, Vijayanagara (Hospete)",IT Software Engineer,Minor Contusion,Statement of Ramesh Kulkarni recorded regarding Kidnapping.,victim.4960@ksp-citizen.in,Mild,MR4960,Vijayanagara (Hospete) District General Hospital,Safe & Recovered,9876214960,Aadhaar-8960-5960
VIC04961,KSP/DIS001/2026/04961,Suresh Hegde,Male,31,9876114961,"Bengaluru Urban Central PS Sector 2, Bengaluru Urban",Business Owner,Minor Contusion,Statement of Suresh Hegde recorded regarding Missing Person.,victim.4961@ksp-citizen.in,Mild,MR4961,Bengaluru Urban District General Hospital,Safe & Recovered,9876214961,Aadhaar-8961-5961
VIC04962,KSP/DIS002/2026/04962,Bhavya Shetty,Female,32,9876114962,"Bengaluru Rural Central PS Sector 3, Bengaluru Rural",IT Software Engineer,Minor Contusion,Statement of Bhavya Shetty recorded regarding Theft.,victim.4962@ksp-citizen.in,Mild,MR4962,Bengaluru Rural District General Hospital,Safe & Recovered,9876214962,Aadhaar-8962-5962
VIC04963,KSP/DIS003/2026/04963,Manjunath Bhat,Male,33,9876114963,"Ramanagara Cyber Crime PS Sector 4, Ramanagara",Business Owner,Minor Contusion,Statement of Manjunath Bhat recorded regarding Vehicle Theft.,victim.4963@ksp-citizen.in,Mild,MR4963,Ramanagara District General Hospital,Safe & Recovered,9876214963,Aadhaar-8963-5963
VIC04964,KSP/DIS004/2026/04964,Karthik Deshmukh,Male,34,9876114964,"Chikkaballapura Traffic PS Sector 5, Chikkaballapura",IT Software Engineer,Minor Contusion,Statement of Karthik Deshmukh recorded regarding Burglary.,victim.4964@ksp-citizen.in,Mild,MR4964,Chikkaballapura District General Hospital,Safe & Recovered,9876214964,Aadhaar-8964-5964
VIC04965,KSP/DIS005/2026/04965,Ananya Joshi,Female,35,9876114965,"Kolar Town PS Sector 1, Kolar",Business Owner,Minor Contusion,Statement of Ananya Joshi recorded regarding Robbery.,victim.4965@ksp-citizen.in,Mild,MR4965,Kolar District General Hospital,Safe & Recovered,9876214965,Aadhaar-8965-5965
VIC04966,KSP/DIS006/2026/04966,Sunil Naik,Male,36,9876114966,"Tumakuru Central PS Sector 2, Tumakuru",IT Software Engineer,Minor Contusion,Statement of Sunil Naik recorded regarding Chain Snatching.,victim.4966@ksp-citizen.in,Mild,MR4966,Tumakuru District General Hospital,Safe & Recovered,9876214966,Aadhaar-8966-5966
VIC04967,KSP/DIS007/2026/04967,Praveen Iyengar,Male,37,9876114967,"Shivamogga Cyber Crime PS Sector 3, Shivamogga",Business Owner,Minor Contusion,Statement of Praveen Iyengar recorded regarding Cyber Crime.,victim.4967@ksp-citizen.in,Mild,MR4967,Shivamogga District General Hospital,Safe & Recovered,9876214967,Aadhaar-8967-5967
VIC04968,KSP/DIS008/2026/04968,Pooja Gowda,Female,38,9876114968,"Chitradurga Traffic PS Sector 4, Chitradurga",IT Software Engineer,Minor Contusion,Statement of Pooja Gowda recorded regarding UPI Fraud.,victim.4968@ksp-citizen.in,Mild,MR4968,Chitradurga District General Hospital,Safe & Recovered,9876214968,Aadhaar-8968-5968
VIC04969,KSP/DIS009/2026/04969,Nitin Patil,Male,39,9876114969,"Davanagere Town PS Sector 5, Davanagere",Business Owner,Minor Contusion,Statement of Nitin Patil recorded regarding Online Banking Fraud.,victim.4969@ksp-citizen.in,Mild,MR4969,Davanagere District General Hospital,Safe & Recovered,9876214969,Aadhaar-8969-5969
VIC04970,KSP/DIS010/2026/04970,Niranjan Kumar,Male,40,9876114970,"Mysuru Central PS Sector 1, Mysuru",IT Software Engineer,Minor Contusion,Statement of Niranjan Kumar recorded regarding Identity Theft.,victim.4970@ksp-citizen.in,Mild,MR4970,Mysuru District General Hospital,Safe & Recovered,9876214970,Aadhaar-8970-5970
VIC04971,KSP/DIS011/2026/04971,Sunita Rao,Female,41,9876114971,"Mandya Cyber Crime PS Sector 2, Mandya",Business Owner,Minor Contusion,Statement of Sunita Rao recorded regarding ATM Fraud.,victim.4971@ksp-citizen.in,Mild,MR4971,Mandya District General Hospital,Safe & Recovered,9876214971,Aadhaar-8971-5971
VIC04972,KSP/DIS012/2026/04972,Rahul Sharma,Male,42,9876114972,"Hassan Traffic PS Sector 3, Hassan",IT Software Engineer,Minor Contusion,Statement of Rahul Sharma recorded regarding Rape.,victim.4972@ksp-citizen.in,Mild,MR4972,Hassan District General Hospital,Safe & Recovered,9876214972,Aadhaar-8972-5972
VIC04973,KSP/DIS013/2026/04973,Imran Nair,Male,43,9876114973,"Chamarajanagara Town PS Sector 4, Chamarajanagara",Business Owner,Minor Contusion,Statement of Imran Nair recorded regarding Sexual Assault.,victim.4973@ksp-citizen.in,Mild,MR4973,Chamarajanagara District General Hospital,Safe & Recovered,9876214973,Aadhaar-8973-5973
VIC04974,KSP/DIS014/2026/04974,Meena Verma,Female,44,9876114974,"Kodagu Central PS Sector 5, Kodagu",IT Software Engineer,Minor Contusion,Statement of Meena Verma recorded regarding POCSO.,victim.4974@ksp-citizen.in,Mild,MR4974,Kodagu District General Hospital,Safe & Recovered,9876214974,Aadhaar-8974-5974
VIC04975,KSP/DIS015/2026/04975,Rohan Reddy,Male,45,9876114975,"Dakshina Kannada (Mangaluru) Cyber Crime PS Sector 1, Dakshina Kannada (Mangaluru)",Business Owner,Minor Contusion,Statement of Rohan Reddy recorded regarding Domestic Violence.,victim.4975@ksp-citizen.in,Mild,MR4975,Dakshina Kannada (Mangaluru) District General Hospital,Safe & Recovered,9876214975,Aadhaar-8975-5975
VIC04976,KSP/DIS016/2026/04976,Deepak Khan,Male,46,9876114976,"Udupi Traffic PS Sector 2, Udupi",IT Software Engineer,Minor Contusion,Statement of Deepak Khan recorded regarding Illegal Weapons.,victim.4976@ksp-citizen.in,Mild,MR4976,Udupi District General Hospital,Safe & Recovered,9876214976,Aadhaar-8976-5976
VIC04977,KSP/DIS017/2026/04977,Bhavya Mehta,Female,47,9876114977,"Uttara Kannada (Karwar) Town PS Sector 3, Uttara Kannada (Karwar)",Business Owner,Minor Contusion,Statement of Bhavya Mehta recorded regarding Drug Trafficking.,victim.4977@ksp-citizen.in,Mild,MR4977,Uttara Kannada (Karwar) District General Hospital,Safe & Recovered,9876214977,Aadhaar-8977-5977
VIC04978,KSP/DIS018/2026/04978,Mahesh Kulkarni,Male,48,9876114978,"Belagavi Central PS Sector 4, Belagavi",IT Software Engineer,Minor Contusion,Statement of Mahesh Kulkarni recorded regarding Human Trafficking.,victim.4978@ksp-citizen.in,Mild,MR4978,Belagavi District General Hospital,Safe & Recovered,9876214978,Aadhaar-8978-5978
VIC04979,KSP/DIS019/2026/04979,Santosh Hegde,Male,49,9876114979,"Dharwad Cyber Crime PS Sector 5, Dharwad",Business Owner,Minor Contusion,Statement of Santosh Hegde recorded regarding Gambling.,victim.4979@ksp-citizen.in,Mild,MR4979,Dharwad District General Hospital,Safe & Recovered,9876214979,Aadhaar-8979-5979
VIC04980,KSP/DIS020/2026/04980,Ananya Shetty,Female,50,9876114980,"Hubballi City Traffic PS Sector 1, Hubballi City",IT Software Engineer,Minor Contusion,Statement of Ananya Shetty recorded regarding Wildlife Crime.,victim.4980@ksp-citizen.in,Mild,MR4980,Hubballi City District General Hospital,Safe & Recovered,9876214980,Aadhaar-8980-5980
VIC04981,KSP/DIS021/2026/04981,Suresh Bhat,Male,51,9876114981,"Gadag Town PS Sector 2, Gadag",Business Owner,Minor Contusion,Statement of Suresh Bhat recorded regarding Forest Crime.,victim.4981@ksp-citizen.in,Mild,MR4981,Gadag District General Hospital,Safe & Recovered,9876214981,Aadhaar-8981-5981
VIC04982,KSP/DIS022/2026/04982,Vijay Deshmukh,Male,52,9876114982,"Haveri Central PS Sector 3, Haveri",IT Software Engineer,Minor Contusion,Statement of Vijay Deshmukh recorded regarding Terror Related Activity.,victim.4982@ksp-citizen.in,Mild,MR4982,Haveri District General Hospital,Safe & Recovered,9876214982,Aadhaar-8982-5982
VIC04983,KSP/DIS023/2026/04983,Pooja Joshi,Female,53,9876114983,"Vijayapura Cyber Crime PS Sector 4, Vijayapura",Business Owner,Minor Contusion,Statement of Pooja Joshi recorded regarding Corruption.,victim.4983@ksp-citizen.in,Mild,MR4983,Vijayapura District General Hospital,Safe & Recovered,9876214983,Aadhaar-8983-5983
VIC04984,KSP/DIS024/2026/04984,Karthik Naik,Male,54,9876114984,"Bagalkote Traffic PS Sector 5, Bagalkote",IT Software Engineer,Minor Contusion,Statement of Karthik Naik recorded regarding Economic Offence.,victim.4984@ksp-citizen.in,Mild,MR4984,Bagalkote District General Hospital,Safe & Recovered,9876214984,Aadhaar-8984-5984
VIC04985,KSP/DIS025/2026/04985,Anil Iyengar,Male,55,9876114985,"Kalaburagi Town PS Sector 1, Kalaburagi",Business Owner,Minor Contusion,Statement of Anil Iyengar recorded regarding White Collar Crime.,victim.4985@ksp-citizen.in,Mild,MR4985,Kalaburagi District General Hospital,Safe & Recovered,9876214985,Aadhaar-8985-5985
VIC04986,KSP/DIS026/2026/04986,Sunita Gowda,Female,56,9876114986,"Bidar Central PS Sector 2, Bidar",IT Software Engineer,Minor Contusion,Statement of Sunita Gowda recorded regarding Smuggling.,victim.4986@ksp-citizen.in,Mild,MR4986,Bidar District General Hospital,Safe & Recovered,9876214986,Aadhaar-8986-5986
VIC04987,KSP/DIS027/2026/04987,Praveen Patil,Male,57,9876114987,"Raichur Cyber Crime PS Sector 3, Raichur",Business Owner,Minor Contusion,Statement of Praveen Patil recorded regarding Extortion.,victim.4987@ksp-citizen.in,Mild,MR4987,Raichur District General Hospital,Safe & Recovered,9876214987,Aadhaar-8987-5987
VIC04988,KSP/DIS028/2026/04988,Ganesh Kumar,Male,58,9876114988,"Koppal Traffic PS Sector 4, Koppal",IT Software Engineer,Minor Contusion,Statement of Ganesh Kumar recorded regarding Blackmail.,victim.4988@ksp-citizen.in,Mild,MR4988,Koppal District General Hospital,Safe & Recovered,9876214988,Aadhaar-8988-5988
VIC04989,KSP/DIS029/2026/04989,Meena Rao,Female,59,9876114989,"Yadgir Town PS Sector 5, Yadgir",Business Owner,Minor Contusion,Statement of Meena Rao recorded regarding Counterfeit Currency.,victim.4989@ksp-citizen.in,Mild,MR4989,Yadgir District General Hospital,Safe & Recovered,9876214989,Aadhaar-8989-5989
VIC04990,KSP/DIS030/2026/04990,Niranjan Sharma,Male,60,9876114990,"Ballari Central PS Sector 1, Ballari",IT Software Engineer,Minor Contusion,Statement of Niranjan Sharma recorded regarding Fake Documents.,victim.4990@ksp-citizen.in,Mild,MR4990,Ballari District General Hospital,Safe & Recovered,9876214990,Aadhaar-8990-5990
VIC04991,KSP/DIS031/2026/04991,Vikas Nair,Male,61,9876114991,"Vijayanagara (Hospete) Cyber Crime PS Sector 2, Vijayanagara (Hospete)",Business Owner,Minor Contusion,Statement of Vikas Nair recorded regarding Hit and Run.,victim.4991@ksp-citizen.in,Mild,MR4991,Vijayanagara (Hospete) District General Hospital,Safe & Recovered,9876214991,Aadhaar-8991-5991
VIC04992,KSP/DIS001/2026/04992,Bhavya Verma,Female,62,9876114992,"Whitefield Police Station Sector 3, Bengaluru Urban",IT Software Engineer,Minor Contusion,Statement of Bhavya Verma recorded regarding Road Accident.,victim.4992@ksp-citizen.in,Mild,MR4992,Bengaluru Urban District General Hospital,Safe & Recovered,9876214992,Aadhaar-8992-5992
VIC04993,KSP/DIS002/2026/04993,Imran Reddy,Male,63,9876114993,"Bengaluru Rural Town PS Sector 4, Bengaluru Rural",Business Owner,Minor Contusion,Statement of Imran Reddy recorded regarding Fire Incident.,victim.4993@ksp-citizen.in,Mild,MR4993,Bengaluru Rural District General Hospital,Safe & Recovered,9876214993,Aadhaar-8993-5993
VIC04994,KSP/DIS003/2026/04994,Ajay Khan,Male,64,9876114994,"Ramanagara Central PS Sector 5, Ramanagara",IT Software Engineer,Minor Contusion,Statement of Ajay Khan recorded regarding Unknown Dead Body.,victim.4994@ksp-citizen.in,Mild,MR4994,Ramanagara District General Hospital,Safe & Recovered,9876214994,Aadhaar-8994-5994
VIC04995,KSP/DIS004/2026/04995,Ananya Mehta,Female,20,9876114995,"Chikkaballapura Cyber Crime PS Sector 1, Chikkaballapura",Business Owner,Minor Contusion,Statement of Ananya Mehta recorded regarding Suicide Investigation.,victim.4995@ksp-citizen.in,Mild,MR4995,Chikkaballapura District General Hospital,Safe & Recovered,9876214995,Aadhaar-8995-5995
VIC04996,KSP/DIS005/2026/04996,Deepak Kulkarni,Male,21,9876114996,"Kolar Traffic PS Sector 2, Kolar",IT Software Engineer,Minor Contusion,Statement of Deepak Kulkarni recorded regarding Property Disputes.,victim.4996@ksp-citizen.in,Mild,MR4996,Kolar District General Hospital,Safe & Recovered,9876214996,Aadhaar-8996-5996
VIC04997,KSP/DIS006/2026/04997,Sanjay Hegde,Male,22,9876114997,"Tumakuru Town PS Sector 3, Tumakuru",Business Owner,Minor Contusion,Statement of Sanjay Hegde recorded regarding Public Disturbance.,victim.4997@ksp-citizen.in,Mild,MR4997,Tumakuru District General Hospital,Safe & Recovered,9876214997,Aadhaar-8997-5997
VIC04998,KSP/DIS007/2026/04998,Pooja Shetty,Female,23,9876114998,"Shivamogga Central PS Sector 4, Shivamogga",IT Software Engineer,Minor Contusion,Statement of Pooja Shetty recorded regarding Synthetic Drugs (MDMA).,victim.4998@ksp-citizen.in,Mild,MR4998,Shivamogga District General Hospital,Safe & Recovered,9876214998,Aadhaar-8998-5998
VIC04999,KSP/DIS008/2026/04999,Santosh Bhat,Male,24,9876114999,"Chitradurga Cyber Crime PS Sector 5, Chitradurga",Business Owner,Fatal Injury,Statement of Santosh Bhat recorded regarding Murder.,victim.4999@ksp-citizen.in,Critical,MR4999,Chitradurga District General Hospital,Deceased,9876214999,Aadhaar-8999-5999
VIC05000,KSP/DIS009/2026/05000,Ramesh Deshmukh,Male,25,9876115000,"Davanagere Traffic PS Sector 1, Davanagere",IT Software Engineer,Fatal Injury,Statement of Ramesh Deshmukh recorded regarding Attempt to Murder.,victim.5000@ksp-citizen.in,Critical,MR5000,Davanagere District General Hospital,Deceased,9876215000,Aadhaar-4000-6000
VIC05001,KSP/DIS010/2026/05001,Sunita Joshi,Female,26,9876115001,"Mysuru Town PS Sector 2, Mysuru",Business Owner,Minor Contusion,Statement of Sunita Joshi recorded regarding Assault & Grievous Hurt.,victim.5001@ksp-citizen.in,Mild,MR5001,Mysuru District General Hospital,Safe & Recovered,9876215001,Aadhaar-4001-6001
VIC05002,KSP/DIS011/2026/05002,Vijay Naik,Male,27,9876115002,"Mandya Central PS Sector 3, Mandya",IT Software Engineer,Minor Contusion,Statement of Vijay Naik recorded regarding Kidnapping.,victim.5002@ksp-citizen.in,Mild,MR5002,Mandya District General Hospital,Safe & Recovered,9876215002,Aadhaar-4002-6002
